timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
2024-12-14 14:32:38,54.284281,63.0,70.284126,63.0,294.148182,63.0,10.291916,63.0,18.193342,63.0,93.700475,63.0
2024-12-14 14:32:39,24.277917,63.0,98.366948,63.0,190.507453,63.0,9.9685,63.0,16.102032,63.0,248.38869,63.0
2024-12-14 14:32:40,34.55896,63.0,117.267956,63.0,79.813145,63.0,10.038854,63.0,8.504638,63.0,276.106604,63.0
2024-12-14 14:32:41,54.304925,64.0,42.768693,64.0,377.986225,64.0,339.298876,64.0,18.759103,64.0,152.869617,64.0
2024-12-14 14:32:42,25.945545,64.0,81.089247,64.0,74.560154,64.0,330.556741,64.0,23.492943,64.0,88.440497,64.0
2024-12-14 14:32:43,17.26451,64.0,67.611151,64.0,155.830247,64.0,11.984712,64.0,169.592778,64.0,155.835456,64.0
2024-12-14 14:32:44,19.822353,64.0,61.257222,65.0,106.068708,64.0,39.515475,65.0,22.722495,65.0,162.387071,65.0
2024-12-14 14:32:45,70.544856,65.0,296.058198,65.0,232.854482,65.0,114.926708,65.0,14.845496,65.0,263.008302,65.0
2024-12-14 14:32:46,63.146297,65.0,155.951934,65.0,163.216194,65.0,95.193199,65.0,35.101253,65.0,91.051235,65.0
2024-12-14 14:32:47,7.245374,65.0,30.819699,65.0,217.130487,65.0,9.972722,65.0,83.54919,65.0,18.978561,65.0
2024-12-14 14:32:48,49.318194,66.0,17.94913,66.0,218.749881,66.0,22.913629,66.0,402.650522,66.0,35.603094,66.0
